Timestamp(ms),M_x(µT),M_y(µT),M_z(µT),M(µT)
244707,-31.253,10.907,-9.840,34.533
244719,-31.240,10.960,-10.040,34.596
244731,-31.160,10.960,-9.947,34.496
244742,-31.253,10.813,-9.867,34.512
244754,-31.173,10.867,-9.867,34.456
244766,-31.173,10.907,-9.920,34.484
244778,-31.267,10.920,-9.987,34.592
244790,-31.480,10.840,-9.947,34.748
244801,-31.267,10.987,-9.973,34.609
244813,-31.293,11.067,-9.867,34.628
244825,-31.280,10.947,-10.067,34.635
244837,-31.267,10.827,-9.960,34.555
244848,-31.267,10.973,-9.920,34.589
244860,-31.240,10.933,-9.907,34.549
244872,-31.200,10.947,-9.853,34.502
244906,-31.267,10.840,-10.013,34.574
244918,-31.347,11.067,-9.987,34.710
244929,-31.280,10.987,-9.987,34.625
244941,-31.173,10.813,-9.933,34.458
244953,-31.160,10.827,-9.947,34.454
244965,-31.187,10.973,-9.920,34.517
244977,-31.373,10.987,-9.853,34.671
244988,-31.320,10.867,-9.947,34.612
245000,-31.373,10.920,-9.853,34.650
245012,-31.240,10.880,-10.027,34.567
245024,-31.267,10.933,-9.933,34.581
245035,-31.253,10.840,-9.787,34.497
245047,-31.200,10.960,-9.867,34.510
245059,-31.280,10.960,-9.947,34.605
245071,-31.280,10.893,-10.040,34.611
245105,-31.333,10.920,-10.000,34.656
245117,-31.187,11.080,-10.067,34.594
245128,-31.227,11.000,-9.907,34.558
245140,-31.267,10.773,-9.867,34.511
245152,-31.133,10.920,-10.120,34.510
245164,-31.187,10.867,-10.000,34.506
245175,-31.333,10.947,-9.960,34.653
245187,-31.360,10.773,-10.013,34.638
245199,-31.187,10.827,-9.893,34.463
245211,-31.293,10.893,-9.933,34.592
245223,-31.307,10.893,-9.907,34.596
245234,-31.200,10.947,-9.747,34.471
245246,-31.187,10.880,-9.867,34.472
245258,-31.200,10.920,-10.013,34.539
245270,-31.200,10.893,-10.040,34.538
245304,-31.267,10.947,-10.000,34.604
245315,-31.240,11.027,-10.040,34.617
245327,-31.400,10.933,-9.987,34.716
245339,-31.240,10.907,-9.893,34.537
245351,-31.133,10.840,-9.933,34.431
245362,-31.307,10.853,-10.040,34.622
245374,-31.333,10.827,-9.907,34.600
245386,-31.387,10.960,-9.840,34.671
245398,-31.320,10.947,-10.013,34.656
245410,-31.307,11.013,-10.027,34.669
245421,-31.253,10.840,-9.987,34.554
245433,-31.200,10.907,-9.933,34.512
245445,-31.293,10.987,-9.960,34.629
245457,-31.240,10.827,-9.960,34.531
245468,-31.213,10.880,-10.000,34.535
245502,-31.173,10.960,-10.040,34.535
245514,-31.213,10.947,-10.000,34.556
245526,-31.267,10.907,-9.947,34.576
245538,-31.173,10.907,-9.987,34.503
245549,-31.160,10.933,-10.000,34.503
245561,-31.200,10.893,-9.907,34.500
245573,-31.267,10.867,-9.853,34.537
245585,-31.213,10.973,-9.907,34.537
245597,-31.373,11.027,-9.933,34.707
245608,-31.347,11.027,-9.960,34.690
245620,-31.320,10.840,-9.947,34.603
245632,-31.320,10.947,-10.107,34.683
245644,-31.187,10.960,-9.813,34.482
245655,-31.240,10.933,-9.933,34.556
245667,-31.267,10.960,-9.987,34.604
245701,-31.200,10.973,-9.960,34.541
245713,-31.267,10.920,-9.960,34.584
245725,-31.440,10.773,-9.987,34.703
245737,-31.133,10.920,-10.040,34.487
245748,-31.160,10.920,-9.987,34.495
245760,-31.160,10.907,-9.907,34.468
245772,-31.333,10.813,-9.920,34.599
245784,-31.280,10.813,-9.933,34.555
245795,-31.360,11.000,-9.933,34.686
245807,-31.293,11.080,-9.707,34.587
245819,-31.160,10.907,-9.973,34.487
245831,-31.293,11.080,-9.947,34.655
245843,-31.240,10.987,-9.973,34.585
245854,-31.187,10.867,-9.893,34.476
245866,-31.280,10.960,-9.867,34.582
245900,-31.133,10.920,-10.053,34.491
245912,-31.280,10.907,-10.067,34.623
245924,-31.173,10.867,-9.880,34.460
245935,-31.147,10.880,-10.080,34.498
245947,-31.280,10.747,-9.933,34.534
245959,-31.200,10.853,-9.933,34.495
245971,-31.333,10.787,-9.907,34.587
245982,-31.293,10.880,-10.013,34.611
245994,-31.387,10.880,-10.000,34.691
246006,-31.280,10.947,-9.947,34.601
246018,-31.280,10.787,-9.747,34.493
246030,-31.200,10.920,-9.960,34.524
246041,-31.187,11.000,-9.973,34.541
246053,-31.293,10.893,-9.907,34.584
246065,-31.320,10.867,-9.840,34.581
246099,-31.240,10.947,-9.987,34.576
246111,-31.227,10.947,-10.053,34.583
246122,-31.267,10.933,-10.053,34.615
246134,-31.200,10.867,-9.933,34.499
246146,-31.213,10.827,-9.880,34.483
246158,-31.240,10.813,-9.800,34.481
246169,-31.253,11.013,-9.867,34.575
246181,-31.413,11.013,-10.013,34.761
246193,-31.320,11.000,-9.973,34.661
246205,-31.280,10.880,-9.867,34.557
246217,-31.187,10.880,-10.067,34.530
246228,-31.293,10.920,-9.973,34.612
246240,-31.373,10.933,-9.920,34.673
246252,-31.240,10.880,-9.787,34.498
246264,-31.200,10.867,-10.000,34.518
246298,-31.187,10.947,-10.000,34.532
246309,-31.307,10.853,-10.107,34.642
246321,-31.280,10.947,-9.973,34.608
246333,-31.240,11.053,-10.000,34.614
246345,-31.347,10.773,-9.827,34.572
246357,-31.253,10.813,-9.853,34.508
246368,-31.173,10.800,-9.813,34.420
246380,-31.400,10.947,-10.000,34.724
246392,-31.440,10.920,-10.000,34.752
246404,-31.267,10.840,-9.813,34.517
246415,-31.160,10.960,-9.947,34.496
246427,-31.227,10.987,-9.893,34.550
246439,-31.240,10.933,-9.867,34.537
246451,-31.320,10.840,-9.920,34.596
246463,-31.227,10.867,-10.013,34.546
246497,-31.400,10.827,-9.933,34.668
246508,-31.360,10.907,-9.973,34.668
246520,-31.267,10.973,-9.960,34.601
246532,-31.240,10.933,-9.973,34.568
246544,-31.293,10.773,-9.827,34.524
246555,-31.293,10.787,-9.813,34.524
246567,-31.213,10.893,-9.933,34.520
246579,-31.267,10.947,-9.960,34.592
246591,-31.373,10.840,-9.987,34.663
246602,-31.333,10.893,-10.040,34.659
246614,-31.280,10.853,-9.987,34.583
246626,-31.227,10.853,-9.987,34.535
246638,-31.253,10.880,-9.960,34.559
246650,-31.173,10.893,-10.013,34.507
246661,-31.307,10.853,-9.947,34.595
246695,-31.400,11.027,-9.933,34.731
246707,-31.293,11.040,-10.000,34.658
246719,-31.267,10.933,-9.933,34.581
246731,-31.227,10.773,-9.947,34.498
246742,-31.253,10.693,-9.920,34.489
246754,-31.187,10.840,-9.800,34.441
246766,-31.253,10.920,-9.947,34.568
246778,-31.307,10.907,-9.933,34.608
246790,-31.333,10.827,-10.027,34.634
246801,-31.213,10.840,-10.013,34.526
246813,-31.320,11.040,-10.027,34.689
246825,-31.293,11.013,-9.933,34.630
246837,-31.187,10.640,-9.960,34.424
246848,-31.187,10.880,-9.933,34.491
246860,-31.173,10.973,-9.973,34.520
246894,-31.307,10.907,-9.947,34.612
246906,-31.387,10.987,-10.000,34.725
246918,-31.307,10.947,-9.960,34.629
246929,-31.213,10.933,-9.893,34.521
246941,-31.160,10.773,-10.013,34.457
246953,-31.227,10.880,-9.947,34.531
246965,-31.280,11.027,-9.907,34.615
246977,-31.387,10.893,-9.947,34.680
246988,-31.387,10.773,-9.893,34.628
247000,-31.307,10.920,-10.067,34.651
247012,-31.360,11.013,-9.933,34.690
247024,-31.200,10.907,-10.000,34.531
247035,-31.280,10.840,-9.933,34.563
247047,-31.227,10.880,-9.973,34.539
247059,-31.173,11.013,-9.973,34.533
247093,-31.427,10.987,-9.960,34.750
247105,-31.200,11.013,-10.067,34.584
247117,-31.360,11.013,-9.987,34.706
247128,-31.293,10.947,-9.987,34.624
247140,-31.133,10.773,-9.840,34.383
247152,-31.200,10.853,-9.973,34.507
247164,-31.320,10.987,-10.147,34.707
247175,-31.360,10.840,-9.840,34.609
247187,-31.347,10.827,-9.853,34.597
247199,-31.240,10.987,-10.027,34.600
247211,-31.227,10.893,-9.920,34.528
247222,-31.387,10.907,-9.947,34.684
247234,-31.333,10.947,-9.907,34.637
247246,-31.200,11.040,-10.067,34.593
247258,-31.293,10.867,-10.013,34.607
247292,-31.293,11.000,-10.053,34.660
247304,-31.187,11.013,-10.067,34.572
247315,-31.200,10.867,-9.973,34.511
247327,-31.360,10.813,-9.893,34.616
247339,-31.200,10.867,-9.853,34.476
247351,-31.133,10.947,-9.893,34.453
247362,-31.293,10.893,-9.907,34.584
247374,-31.427,11.000,-9.960,34.754
247386,-31.360,10.867,-9.893,34.633
247398,-31.347,10.920,-10.027,34.676
247410,-31.240,10.933,-9.960,34.564
247421,-31.240,10.827,-9.827,34.492
247433,-31.267,10.813,-9.880,34.527
247445,-31.307,10.920,-10.013,34.636
247457,-31.200,10.933,-10.040,34.551
247491,-31.413,10.933,-9.933,34.713
247502,-31.200,11.120,-10.133,34.638
247514,-31.200,10.867,-9.973,34.511
247526,-31.413,10.720,-9.867,34.628
247538,-31.280,10.893,-9.867,34.561
247549,-31.253,11.080,-9.907,34.608
247561,-31.307,11.040,-9.960,34.658
247573,-31.320,10.773,-9.947,34.582
247585,-31.307,10.880,-9.893,34.588
247597,-31.293,10.960,-9.893,34.602
247608,-31.320,10.987,-9.880,34.630
247620,-31.293,10.747,-9.893,34.535
247632,-31.213,10.907,-9.800,34.486
